Tipo;Colonia;Habitaciones;Area;Valor
Conjunto Comercial/Sala;Santa Fe;0;35;6300.0
Departamento;Lomas de Chapultepec;3;130;19600.0
Departamento;Condesa;3;132;14000.0
Conjunto Comercial/Sala;Narvarte;0;33;4200.0
Departamento;Santa Fe;4;161;14000.0
Departamento;Narvarte;4;153;12250.0
Cocineta;Condesa;1;28;4550.0
Departamento;Roma;3;110;12250.0
Departamento;Del Valle;3;105;10500.0
Tienda/Salón;Centro Histórico;0;2031;525000.0
Conjunto Comercial/Sala;Centro Histórico;0;928;292369.0
Departamento;Centro Histórico;1;35;4200.0
Departamento;Roma;1;40;8400.0
Departamento;Santa Fe;1;60;8050.0
Departamento;Mixcoac;2;48;5250.0
Conjunto Comercial/Sala;Centro Histórico;0;10;17216.5
Edificio Completo;Roma;0;9630;1680000.0
Departamento;Narvarte;4;130;9100.0
Galpón/Depósito/Almacén;Narvarte;0;1800;70000.0
Conjunto Comercial/Sala;Centro Histórico;0;520;45500.0
Departamento;Santa Fe;3;105;12250.0
Departamento;Santa Fe;3;140;15750.0
Casa de Vecindad;Narvarte;3;140;11200.0
Departamento;Santa Fe;3;175;10500.0
Conjunto Comercial/Sala;Santa Fe;0;27;2625.0
Departamento;Las Águilas;1;84;10500.0
Conjunto Comercial/Sala;Santa Fe;0;63;8750.0
Departamento;Condesa;2;80;13300.0
Departamento;Napoles;2;46;7700.0
Departamento;Santa Fe;2;115;15750.0
Departamento;Narvarte;2;110;10150.0
Departamento;Lomas de Chapultepec;3;250;59500.0
Conjunto Comercial/Sala;Santa Fe;0;90;28000.0
Departamento;Santa Fe;2;81;14000.0
Conjunto Comercial/Sala;San Miguel Chapultepec;0;24;2800.0
Departamento;Narvarte;2;56;4900.0
Departamento;Narvarte;3;108;12250.0
Departamento;Santa Fe;4;360;42031.5
Departamento;Condesa;3;80;4200.0
Tienda/Salón;Santa Fe;0;550;175000.0
Conjunto Comercial/Sala;Roma;0;755;385000.0
Departamento;Santa Fe;2;65;5250.0
Departamento;Condesa;2;56;8400.0
Conjunto Comercial/Sala;Santa Fe;0;90;5250.0
Departamento;Condesa;4;300;31500.0
Conjunto Comercial/Sala;Centro Histórico;0;36;4200.0
Conjunto Comercial/Sala;Coyoacán;0;35;5250.0
Conjunto Comercial/Sala;Santa Fe;0;21;2975.0
Conjunto Comercial/Sala;Condesa;0;26;4900.0
Cocineta;Napoles;1;40;5250.0
Casa Comercial;Roma;1;500;80500.0
Departamento;Condesa;2;72;8050.0
Casa Comercial;Roma;0;410;63000.0
Departamento;Coyoacán;3;170;24500.0
Departamento;Condesa;3;170;14000.0
Departamento;Santa Fe;2;80;7700.0
Departamento;Santa Fe;2;68;9450.0
Departamento;Peralvillo;1;50;2100.0
Conjunto Comercial/Sala;Santa Fe;0;54;7000.0
Cocineta;Lomas de Chapultepec;0;30;5250.0
Departamento;Polanco;2;65;8050.0
Departamento;Roma;2;79;15750.0
Departamento;Lomas de Chapultepec;3;101;16450.0
Departamento;La Condesa;2;72;7700.0
Departamento;Coyoacán;2;75;18200.0
Conjunto Comercial/Sala;Coyoacán;0;31;7350.0
Departamento;Condesa;3;85;11200.0
Casa;Ciudad de los Deportes;4;128;5600.0
Conjunto Comercial/Sala;San Ángel;0;140;70000.0
Conjunto Comercial/Sala;Coyoacán;0;200;77000.0
Departamento;Condesa;3;103;15750.0
Departamento;Coyoacán;2;94;12250.0
Departamento;Narvarte;2;85;11550.0
Conjunto Comercial/Sala;San Miguel Chapultepec;0;23;6300.0
Casa de Condominio;Santa Fe;5;772;70000.0
Departamento;Napoles;2;80;9100.0
Conjunto Comercial/Sala;Santa Fe;0;61;9450.0
Departamento;Coyoacán;3;200;33250.0
Departamento;Coyoacán;3;140;25200.0
Departamento;Santa Fe;5;740;105000.0
Departamento;Santa Fe;4;287;33250.0
Departamento;Lomas de Chapultepec;1;40;10150.0
Tienda/Salón;Centro Histórico;0;250;122500.0
Departamento;Peralvillo;2;80;3500.0
Departamento;Coyoacán;1;68;21000.0
Departamento;Condesa;3;120;9800.0
Departamento;Roma;3;94;19600.0
Conjunto Comercial/Sala;Centro Histórico;0;60;4200.0
Departamento;Condesa;3;110;12250.0
Departamento;Coyoacán;3;135;17500.0
Departamento;Santa Fe;4;234;34300.0
Departamento;Coyoacán;3;80;13650.0
Conjunto Comercial/Sala;Narvarte;0;36;3500.0
Casa;Narvarte;2;96;6650.0
Departamento;Narvarte;2;86;7000.0
Departamento;Condesa;3;120;10500.0
Cocineta;La Condesa;1;32;3220.0
Departamento;Santa Fe;3;145;10150.0
Departamento;Santa Fe;3;175;14000.0
Conjunto Comercial/Sala;Centro Histórico;0;320;56000.0
Departamento;Santa Fe;2;90;11550.0
Departamento;Bosques de las Lomas;4;200;87500.0
Departamento;Lomas de Chapultepec;4;160;38500.0
Departamento;Santa Fe;5;555;122500.0
Departamento;Condesa;2;95;10850.0
Departamento;Santa Fe;4;356;20650.0
Conjunto Comercial/Sala;Centro Histórico;0;700;70000.0
Casa Comercial;Narvarte;0;400;56000.0
Departamento;Roma;3;240;28000.0
Departamento;El Contadero;3;100;7000.0
Casa de Condominio;Santa Fe;5;550;42000.0
Departamento;Centro Histórico;1;48;2800.0
Departamento;Santa Fe;4;158;19250.0
Departamento;Condesa;3;152;10500.0
Departamento;Santa Fe;2;104;19250.0
Conjunto Comercial/Sala;Centro Histórico;0;38;6650.0
Conjunto Comercial/Sala;Centro Histórico;0;390;42000.0
Departamento;Bosques de las Lomas;3;110;19250.0
Casa de Vecindad;San Miguel Chapultepec;2;90;5250.0
Departamento;Santa Fe;2;90;8750.0
Tienda/Salón;Centro Histórico;0;1750;420000.0
Conjunto Comercial/Sala;Centro Histórico;0;200;10500.0
Conjunto Comercial/Sala;Centro Histórico;0;32;2800.0
Departamento;Lomas de Chapultepec;1;32;8750.0
Conjunto Comercial/Sala;Centro Histórico;0;40;1750.0
Departamento;Bosques de las Lomas;2;75;10500.0
Departamento;Santa Fe;2;79;7000.0
Departamento;Lomas de Chapultepec;3;82;11900.0
Tienda/Salón;Santa Fe;0;350;161000.0
Departamento;Condesa;3;120;14000.0
Departamento;Condesa;3;226;24500.0
Departamento;Roma;2;90;10150.0
Conjunto Comercial/Sala;Centro Histórico;0;1540;404225.5
Departamento;Lomas de Chapultepec;2;84;26250.0
Departamento;Roma;2;136;13650.0
Departamento;Lomas de Chapultepec;4;250;59500.0
Departamento;Santa Fe;2;72;5600.0
Conjunto Comercial/Sala;Centro Histórico;0;20;1750.0
Casa de Vecindad;Zacatenco;1;35;1750.0
Departamento;Villa de Guadalupe;2;60;4550.0
Cocineta;Condesa;1;28;3325.0
Departamento;Santa Fe;3;127;21000.0
Departamento;Santa Fe;4;164;22750.0
Cocineta;Juárez;1;25;2800.0
Departamento;La Condesa;3;90;9800.0
Departamento;Condesa;3;140;12950.0
Conjunto Comercial/Sala;Polanco;0;46;10500.0
Conjunto Comercial/Sala;Santa Fe;0;54;7000.0
Departamento;Condesa;3;148;10500.0
Departamento;Coyoacán;2;80;45500.0
Departamento;Santa Fe;4;245;22750.0
Conjunto Comercial/Sala;Santa Fe;0;30;3500.0
Tienda/Salón;Santa Fe;0;120;13650.0
Departamento;Condesa;3;190;29750.0
Departamento;Condesa;5;420;35000.0
Departamento;Condesa;2;40;8750.0
Departamento;Santa Fe;3;130;11200.0
Conjunto Comercial/Sala;Santa Fe;0;100;17850.0
Departamento;Pueblo Culhuacán;3;80;2800.0
Departamento;Santa Fe;4;220;24500.0
Departamento;Lomas de Chapultepec;3;280;140000.0
Departamento;Narvarte;2;98;9450.0
Conjunto Comercial/Sala;Santa Fe;0;22;1750.0
Departamento;San Gregorio Atlapulco;3;60;3150.0
Departamento;Santa Fe;2;120;11725.0
Conjunto Comercial/Sala;Centro Histórico;0;240;21000.0
Departamento;Santa Fe;2;78;12250.0
Departamento;Condesa;1;65;7700.0
Departamento;Condesa;2;76;8050.0
Departamento;San Ángel;3;95;16800.0
Conjunto Comercial/Sala;Centro Histórico;0;115;12250.0
Departamento;Condesa;1;45;8400.0
Departamento;San Miguel Chapultepec;2;80;6650.0
Departamento;Lomas de Chapultepec;2;90;21000.0
Conjunto Comercial/Sala;Santa Fe;0;30;2100.0
Departamento;Narvarte;3;99;6300.0
Departamento;Coyoacán;3;160;21000.0
Conjunto Comercial/Sala;Centro Histórico;0;464;113120.0
Departamento;Bosques de las Lomas;3;400;56000.0
Departamento;Condesa;1;46;7000.0
Departamento;Narvarte;2;59;3850.0
Casa de Vecindad;Del Valle;5;190;20300.0
Departamento;Coyoacán;3;120;17500.0
Tienda/Salón;Centro Histórico;0;212;13300.0
Cocineta;Centro Histórico;1;20;2975.0
Casa;San Ángel;4;350;29750.0
Departamento;Condesa;2;71;8050.0
Departamento;Narvarte;1;50;5600.0
Conjunto Comercial/Sala;Centro Histórico;0;30;9649.5
Departamento;Santa Fe;3;248;13300.0
Departamento;Narvarte;3;90;6300.0
Departamento;Santa Fe;4;300;19250.0
Departamento;Santa Fe;3;106;15750.0
Casa;Santa María Aztahuacán;2;55;2100.0
Conjunto Comercial/Sala;Roma;0;134;42000.0
Casa;Santa María Nativitas;3;107;5600.0
Galpón/Depósito/Almacén;Centro Histórico;0;600;12250.0
Conjunto Comercial/Sala;Santa Fe;0;118;16450.0
Departamento;Del Valle;2;75;7700.0
Conjunto Comercial/Sala;Roma;0;678;356212.5
Casa de Condominio;Santa Fe;4;330;35031.5
Departamento;Condesa;3;350;70000.0
Departamento;Coyoacán;3;190;31500.0
Conjunto Comercial/Sala;Santa Fe;0;154;21700.0
Departamento;Bosques de las Lomas;3;110;17500.0
Cochera/Estacionamiento;Santa Fe;0;0;700.0
Rancho;Bosques de las Lomas;6;750;52500.0
Casa;El Rosedal;2;80;3500.0
Departamento;San Ángel;2;65;8750.0
Tienda/Salón;Nativitas;0;27;10500.0
Departamento;San Ángel;3;160;24500.0
Departamento;Del Valle;3;84;8750.0
Departamento;Nueva Santa María;1;45;2065.0
Departamento;Santa Fe;2;90;15750.0
Conjunto Comercial/Sala;Centro Histórico;0;30;3150.0
Conjunto Comercial/Sala;Peralvillo;0;52;5250.0
Departamento;Roma;2;60;7000.0
Departamento;Del Valle;2;78;13300.0
Departamento;Condesa;3;120;12600.0
Cocineta;Roma;1;30;6650.0
Conjunto Comercial/Sala;Casa Blanca;0;22;2275.0
Casa de Vecindad;Nativitas;2;60;3850.0
Departamento;Santa Fe;4;189;28000.0
Conjunto Comercial/Sala;Santa Fe;0;700;196000.0
Departamento;Coyoacán;2;90;17150.0
Departamento;Santa Fe;3;119;14700.0
Cocineta;Juárez;1;28;4900.0
Cocineta;Condesa;1;30;3500.0
Departamento;Roma;2;40;6300.0
Departamento;Santa Fe;1;60;6300.0
Departamento;Roma;2;78;15225.0
Departamento;Roma Norte;3;160;7000.0
Departamento;Lomas de Chapultepec;2;94;17500.0
Departamento;Condesa;1;37;4550.0
Conjunto Comercial/Sala;Santa Fe;0;32;5250.0
Conjunto Comercial/Sala;Centro Histórico;0;35;1050.0
Cocineta;Condesa;1;29;6300.0
Conjunto Comercial/Sala;Centro Histórico;0;24;3500.0
Departamento;Roma;3;170;14000.0
Departamento;Condesa;3;118;22750.0
Conjunto Comercial/Sala;Centro Histórico;0;25;1750.0
Conjunto Comercial/Sala;Centro Histórico;0;55;8750.0
Conjunto Comercial/Sala;Centro Histórico;0;90;11900.0
Tienda/Salón;Centro Histórico;0;7;7000.0
Departamento;Condesa;1;45;5600.0
Departamento;Santa Fe;2;140;7350.0
Departamento;Bosques de las Lomas;3;150;19250.0
Casa;Santa Fe;5;600;24500.0
Departamento;Tlalnepantla;2;43;3500.0
Departamento;Roma;3;94;14350.0
Departamento;Villa Coapa;2;46;2450.0
Departamento;Polanco;3;230;26250.0
Departamento;Del Valle;1;36;5250.0
Departamento;Bosques de las Lomas;3;110;14000.0
Conjunto Comercial/Sala;Barrio Bravo;0;23;3850.0
Departamento;Narvarte;2;57;4900.0
Cocineta;Condesa;0;38;5600.0
Departamento en Hotel;San Pedro de los Pinos;2;53;8750.0
Edificio Completo;San Miguel Chapultepec;0;3340;420000.0
Departamento;Peralvillo;2;64;4200.0
Departamento;Narvarte;2;65;6650.0
Departamento;Santa Fe;4;256;28700.0
Conjunto Comercial/Sala;Santa Fe;0;350;92015.0
Departamento;Narvarte;2;80;6650.0
Departamento;Las Águilas;2;54;3850.0
Cocineta;Condesa;1;48;5600.0
Departamento;Roma;2;85;16275.0
Departamento;Del Valle;3;90;10500.0
Departamento;Las Águilas;2;52;3150.0
Departamento;Bosques de las Lomas;2;96;16100.0
Departamento;Coyoacán;3;117;22050.0
Departamento;Narvarte;2;52;7000.0
Casa;Narvarte;4;230;17500.0
Departamento;Condesa;2;63;9800.0
Departamento;Condesa;3;170;13300.0
Tienda/Salón;Santa Fe;0;210;192500.0
Departamento;Lomas de Chapultepec;4;370;66500.0
Departamento;Narvarte;3;70;6650.0
Departamento;Lomas de Chapultepec;3;80;10850.0
Cocineta;Villa de Guadalupe;1;35;2450.0
Departamento;Zacatenco;2;60;3325.0
Departamento;Peralvillo;2;147;11200.0
Departamento;Coyoacán;2;65;16800.0
Conjunto Comercial/Sala;Santa Fe;0;36;5250.0
Departamento;Santa Fe;1;42;3325.0
Departamento;Iztacalco;2;44;2625.0
Departamento;San Miguel Chapultepec;2;64;3150.0
Departamento;San Rafael;2;73;5250.0
Departamento;Condesa;3;100;14000.0
Conjunto Comercial/Sala;Centro Histórico;0;650;52500.0
Departamento;Condesa;4;180;14000.0
Departamento;Del Valle;2;90;7700.0
Cocineta;Condesa;1;30;4200.0
Departamento;Santa Fe;4;290;52500.0
Conjunto Comercial/Sala;Centro Histórico;0;240;24500.0
Departamento;Lomas de Chapultepec;2;82;14000.0
Conjunto Comercial/Sala;Roma;0;30;7350.0
Conjunto Comercial/Sala;Coyoacán;0;200;105000.0
Conjunto Comercial/Sala;Santa Fe;0;26;2975.0
Departamento;Narvarte;3;124;9800.0
Departamento;Condesa;3;180;15750.0
Departamento;Ciudad de los Deportes;2;80;3500.0
Departamento;San Miguel Chapultepec;1;84;5950.0
Cocineta;Condesa;1;25;7000.0
Conjunto Comercial/Sala;Santa Fe;0;38;9345.0
Departamento;Lomas de Chapultepec;4;190;42000.0
Departamento;Santa Fe;2;58;6300.0
Departamento;Santa Fe;2;105;15750.0
Departamento en Hotel;Coyoacán;2;85;28000.0
Departamento;Santa Fe;5;555;50781.5
Casa de Condominio;Santa Fe;6;600;45500.0
Departamento;Condesa;1;40;5250.0
Departamento;Condesa;1;31;5600.0
Departamento;Roma;3;120;22750.0
Tienda en Centro Comercial;Santa Fe;0;30;2800.0
Departamento;Santa Fe;3;128;10150.0
Casa de Condominio;Santa Fe;6;1621;47250.0
Departamento;Lomas de Chapultepec;3;201;26250.0
Departamento;Coyoacán;3;100;19250.0
Conjunto Comercial/Sala;Centro Histórico;0;30;1400.0
Tienda/Salón;Centro Histórico;0;480;52500.0
Departamento;Santa Fe;1;45;3745.0
Conjunto Comercial/Sala;Centro Histórico;0;603;200497.5
Tienda/Salón;Centro Histórico;0;138;16905.0
Departamento;Peralvillo;2;76;6650.0
Conjunto Comercial/Sala;Centro Histórico;0;1040;87500.0
Casa de Condominio;Santa Fe;5;900;70000.0
Departamento;Iztacalco;2;71;4550.0
Casa de Vecindad;Santa María Nonoalco;1;24;1400.0
Departamento;Narvarte;2;80;4900.0
Cocineta;La Condesa;1;55;7700.0
Departamento;Condesa;3;100;14000.0
Departamento;Lomas de Chapultepec;3;160;28000.0
Departamento;Coyoacán;5;302;77000.0
Departamento;Coyoacán;3;140;19250.0
Departamento;Santa Fe;3;200;33250.0
Conjunto Comercial/Sala;Centro Histórico;0;746;84000.0
Departamento;Santa Fe;2;88;8050.0
Conjunto Comercial/Sala;Centro Histórico;0;120;14000.0
Departamento;Santa Fe;3;105;9450.0
Departamento;Narvarte;3;87;6300.0
Departamento;Santa Fe;2;87;8050.0
Departamento;Narvarte;2;140;8750.0
Departamento;Roma;1;45;6300.0
Casa;Coyoacán;4;280;87500.0
Departamento;Lomas de Chapultepec;2;170;35000.0
Departamento;Condesa;3;160;13650.0
Departamento;Condesa;1;66;8750.0
Departamento;Narvarte;1;70;5600.0
Departamento;Coyoacán;2;70;9100.0
Departamento;Lomas de Chapultepec;3;180;21000.0
Conjunto Comercial/Sala;Centro Histórico;0;100;10850.0
Conjunto Comercial/Sala;Centro Histórico;0;38;3150.0
Departamento;Lomas de Chapultepec;2;90;16100.0
Conjunto Comercial/Sala;Santa Fe;0;33;2800.0
Departamento;San Ángel;3;120;9450.0
Departamento;Santa Fe;4;140;17500.0
Galpón/Depósito/Almacén;Santa María Aztahuacán;0;1300;70000.0
Departamento;Napoles;3;155;15050.0
Departamento;Coyoacán;3;110;22750.0
Departamento;Santa Fe;4;157;29750.0
Galpón/Depósito/Almacén;Roma Sur;0;2300;49000.0
Departamento;Narvarte;3;180;9800.0
Departamento;Santa Fe;4;137;14000.0
Departamento;Roma;3;90;17500.0
Departamento;Narvarte;3;94;8050.0
Departamento;San Pedro de los Pinos;1;72;11200.0
Departamento;Roma;2;85;16275.0
Conjunto Comercial/Sala;Santa Fe;0;108;12950.0
Departamento;Santa Fe;3;135;15750.0
Casa de Condominio;Santa Fe;4;585;61250.0
Departamento;Narvarte;2;75;5600.0
Tienda/Salón;Centro Histórico;0;328;17500.0
Departamento;Atlalilco;1;50;3045.0
Conjunto Comercial/Sala;Santa Fe;0;33;2275.0
Departamento;Roma;2;75;9100.0
Departamento;Bosques de las Lomas;4;316;52500.0
Departamento;Santa Fe;2;70;4550.0
Departamento;Santa Fe;3;108;13300.0
Departamento;Coyoacán;4;87;15050.0
Casa de Condominio;Santa Fe;5;788;63000.0
Departamento;Narvarte;2;72;5250.0
Departamento;Coyoacán;3;130;28000.0
Departamento;Del Valle;2;84;12250.0
Departamento;Condesa;2;90;10500.0
Conjunto Comercial/Sala;Roma;0;134;42000.0
Conjunto Comercial/Sala;Centro Histórico;0;210;52500.0
Departamento;Bosques de Aragón;2;178;52500.0
Departamento;San Miguel Chapultepec;3;120;7000.0
Departamento;Narvarte;3;100;6300.0
Departamento;Bosques de las Lomas;2;84;19250.0
Departamento;Roma;3;130;9800.0
Departamento;Condesa;4;220;35000.0
Departamento;Ciudad de los Deportes;3;80;2800.0
Conjunto Comercial/Sala;Santa Fe;0;22;3937.5
Departamento;Santa Fe;2;78;11200.0
Departamento;Condesa;1;40;4200.0
Departamento;Condesa;1;50;8750.0
Departamento;Santa Fe;4;220;13650.0
Departamento;Condesa;2;100;9275.0
Casa de Condominio;Santa Fe;4;450;24465.0
Departamento;Narvarte;1;43;3850.0
Departamento;Santa Fe;4;230;35000.0
Departamento;Nativitas;3;197;8750.0
Departamento;Santa Fe;4;115;10150.0
Departamento;Pueblo Culhuacán;1;40;1750.0
Departamento;Coyoacán;2;96;22750.0
Departamento;Peralvillo;2;50;3150.0
Departamento;Roma;2;77;10500.0
Departamento;Santa Fe;4;260;28000.0
Casa de Condominio;Peralvillo;5;300;11200.0
Departamento;San Rafael;1;50;5950.0
Departamento;Lomas de Chapultepec;3;240;70000.0
Conjunto Comercial/Sala;Santa Fe;0;64;9800.0
Conjunto Comercial/Sala;Santa Fe;0;33;7000.0
Departamento;Del Valle;3;126;11200.0
Departamento;Condesa;3;140;14000.0
Departamento;Roma;2;90;12950.0
Departamento;Lomas de Chapultepec;5;300;66500.0
Departamento;Santa Fe;4;168;19250.0
Departamento;Condesa;2;70;17500.0
Departamento;Santa Fe;4;340;52500.0
Departamento;Coyoacán;3;150;22050.0
Departamento;Santa Fe;2;70;6300.0
Cocineta;Roma;1;17;2975.0
Departamento;Santa Fe;4;160;22750.0
Departamento;Roma;4;680;49000.0
Departamento;Coyoacán;4;200;33250.0
Departamento;Narvarte;2;45;4725.0
Departamento;Condesa;3;140;12950.0
Departamento;Coyoacán;3;128;17500.0
Casa;Moctezuma;2;60;4200.0
Departamento;Santa Fe;2;52;4550.0
Departamento;La Loma;1;40;6300.0
Cocineta;Centro Histórico;1;28;3500.0
Departamento;Condesa;3;80;7700.0
Departamento;Condesa;3;123;12250.0
Conjunto Comercial/Sala;Roma;0;4500;245000.0
Conjunto Comercial/Sala;Santa Fe;0;35;5250.0
Tienda/Salón;Coyoacán;0;81;56000.0
Conjunto Comercial/Sala;Centro Histórico;0;862;224000.0
Cocineta;Narvarte;1;20;3500.0
Departamento;Santa Fe;4;460;28000.0
Departamento;Lomas de Chapultepec;1;55;15750.0
Departamento;Roma;2;90;7000.0
Departamento;Roma;1;41;5250.0
Departamento;San Rafael;2;70;3500.0
Tienda/Salón;Santa Fe;0;60;7000.0
Conjunto Comercial/Sala;Santa Fe;0;36;3850.0
Departamento;Santa Fe;2;77;8750.0
Edificio Completo;Condesa;8;577;140000.0
Departamento;Narvarte;3;116;3500.0
Departamento;Roma;2;65;8750.0
Departamento;Coyoacán;1;125;33250.0
Casa de Condominio;Santa Fe;4;815;94500.0
Departamento;San Rafael;2;69;4900.0
Departamento;Del Valle;3;100;12250.0
Cocineta;Condesa;1;30;4550.0
Departamento;Roma;2;57;7700.0
Departamento;Lomas de Chapultepec;3;300;52500.0
Departamento;Lomas de Chapultepec;1;90;19250.0
Departamento;Santa Fe;4;603;42000.0
Casa de Condominio;Santa Fe;4;300;22750.0
Terreno Estándar;San Miguel Chapultepec;0;360;21000.0
Conjunto Comercial/Sala;Centro Histórico;0;392;17500.0
Departamento;Nueva Santa María;2;60;3850.0
Cocineta;Centro Histórico;1;20;2450.0
Galpón/Depósito/Almacén;Lindavista;0;1640;70000.0
Departamento;San Miguel Chapultepec;2;65;5250.0
Departamento;Condesa;3;92;8750.0
Tienda/Salón;Santa Fe;0;11;4550.0
Casa de Condominio;Santa Fe;5;1000;52500.0
Departamento;Coyoacán;3;140;14000.0
Departamento;Condesa;2;100;10850.0
Departamento;Lomas de Chapultepec;4;210;105000.0
Departamento;Santa Fe;4;240;31500.0
Departamento;Santa Fe;2;70;7700.0
Conjunto Comercial/Sala;Centro Histórico;0;438;161000.0
Departamento;Napoles;3;96;12600.0
Tienda/Salón;Santa Marta Acatitla;0;160;2800.0
Tienda/Salón;Barrio Bravo;0;150;42000.0
Departamento;Lomas de Chapultepec;3;150;24500.0
Departamento;San Ángel;3;199;24500.0
Departamento;Del Valle;3;130;9800.0
Departamento;Santa Fe;2;74;9450.0
Casa;Nueva Santa María;2;180;7700.0
Departamento;Condesa;2;69;12600.0
Departamento;Coyoacán;1;50;6300.0
Departamento;Santa Fe;4;460;52500.0
Departamento;Lomas de Chapultepec;3;83;15750.0
Departamento;Coyoacán;3;145;29750.0
Conjunto Comercial/Sala;Santa Fe;0;29;2625.0
Conjunto Comercial/Sala;Centro Histórico;0;105;10500.0
Conjunto Comercial/Sala;Centro Histórico;0;875;196000.0
Conjunto Comercial/Sala;Centro Histórico;0;135;41160.0
Conjunto Comercial/Sala;Santa Fe;0;52;7280.0
Conjunto Comercial/Sala;Santa Fe;1;80;8400.0
Conjunto Comercial/Sala;Santa Fe;0;33;6300.0
Departamento;Coyoacán;3;126;21000.0
Departamento;Coyoacán;3;200;33250.0
Departamento;Narvarte;2;60;5250.0
Departamento;Del Valle;2;85;9450.0
Departamento;Santa Fe;3;113;11200.0
Loft;Condesa;1;40;7000.0
Departamento;Coyoacán;2;83;15750.0
Conjunto Comercial/Sala;Santa Fe;0;42;5250.0
Conjunto Comercial/Sala;Santa Fe;0;30;3500.0
Departamento;Santa Fe;3;130;28000.0
Tienda/Salón;Polanco;0;16;16100.0
Departamento;Santa Fe;2;154;15050.0
Conjunto Comercial/Sala;Santa Fe;0;93;15750.0
Departamento;Narvarte;2;64;4025.0
Departamento;Villa de Guadalupe;3;72;4900.0
Cocineta;Centro Histórico;1;29;2450.0
Departamento;Santa Fe;2;80;7700.0
Cocineta;Napoles;1;30;5600.0
Tienda/Salón;Centro Histórico;0;69;4550.0
Conjunto Comercial/Sala;Centro Histórico;0;900;189000.0
Departamento;Coyoacán;4;300;52500.0
Departamento;Condesa;5;160;12250.0
Conjunto Comercial/Sala;Centro Histórico;0;110;14000.0
Departamento;La Condesa;1;43;5250.0
Departamento;El Rosedal;2;50;4900.0
Tienda/Salón;Santa Fe;0;140;192500.0
Conjunto Comercial/Sala;Condesa;0;34;3465.0
Departamento;Coyoacán;5;370;91000.0
Departamento;Santa Fe;4;115;9800.0
Departamento;Ciudad de los Deportes;2;60;2450.0
Departamento;Condesa;3;100;12250.0
Departamento;Bosques de las Lomas;4;255;29750.0
Departamento;Peralvillo;2;75;5950.0
Conjunto Comercial/Sala;Roma;0;247;84000.0
Departamento;Lomas de Chapultepec;2;90;35000.0
Departamento;Condesa;3;350;38500.0
Departamento en Hotel;San Pedro de los Pinos;1;55;7350.0
Departamento;Condesa;3;145;13300.0
Tienda/Salón;Santa Fe;0;31;2800.0
Departamento;Tlalnepantla;2;50;3850.0
Galpón/Depósito/Almacén;Santa Marta Acatitla;0;3602;277389.0
Departamento en Hotel;Coyoacán;1;44;6300.0
Departamento;Coyoacán;3;163;24500.0
Departamento;Condesa;3;160;15750.0
Departamento;Bosques de las Lomas;4;165;28000.0
Departamento;Lomas de Chapultepec;3;135;47250.0
Departamento;Lomas de Chapultepec;4;210;54250.0
Cochera/Estacionamiento;Centro Histórico;0;17;1225.0
Departamento;Mixcoac;3;50;2800.0
Departamento;Narvarte;3;125;8750.0
Departamento;Del Valle;2;88;8400.0
Conjunto Comercial/Sala;Peralvillo;0;30;2275.0
Conjunto Comercial/Sala;Santa Fe;0;33;7000.0
Tienda en Centro Comercial;Condesa;0;16;4550.0
Departamento;Juárez;1;39;5250.0
Departamento;Condesa;2;100;8750.0
Departamento;La Virgen;3;72;3850.0
Departamento;Napoles;2;80;13300.0
Conjunto Comercial/Sala;Narvarte;0;55;5250.0
Departamento;Lomas de Chapultepec;1;42;11200.0
Conjunto Comercial/Sala;Centro Histórico;0;50;2800.0
Departamento;Centro Histórico;2;67;7350.0
Tienda/Salón;San Miguel Chapultepec;0;60;19250.0
Conjunto Comercial/Sala;Santa Fe;0;27;350.0
Departamento;Santa Fe;2;72;5600.0
Departamento;Lomas de Chapultepec;4;138;24500.0
Departamento;Santa Fe;2;78;5950.0
Departamento;Santa Fe;2;85;6650.0
Departamento;Santa Fe;4;205;14700.0
Departamento;Condesa;1;41;9800.0
Departamento;Santa Fe;2;117;14000.0
Departamento;Lomas de Chapultepec;1;86;19250.0
Departamento;Santa Fe;4;156;17500.0
Departamento;Coyoacán;1;107;35000.0
Departamento;Condesa;2;75;10150.0
Conjunto Comercial/Sala;Santa Fe;0;45;10500.0
Casa de Vecindad;El Rosedal;2;60;3010.0
Departamento;Coyoacán;3;147;24500.0
Departamento;Santa Fe;2;116;21000.0
Casa de Condominio;Santa Fe;4;622;33250.0
Conjunto Comercial/Sala;Santa Fe;0;36;5250.0
Departamento;Coyoacán;3;300;43750.0
Departamento;Condesa;1;40;5600.0
Departamento;Coyoacán;4;350;105000.0
Departamento;Santa Fe;2;90;9100.0
Departamento;Lomas de Chapultepec;3;120;47246.5
Departamento en Hotel;Coyoacán;2;88;33250.0
Departamento;Roma Norte;2;65;3500.0
Conjunto Comercial/Sala;Santa Fe;0;27;3500.0
Departamento;Lomas de Chapultepec;3;200;26250.0
Departamento;Bosques de las Lomas;2;98;13300.0
Departamento;Santa Fe;1;68;7700.0
Conjunto Comercial/Sala;Santa Fe;0;364;61250.0
Departamento;Santa Fe;3;78;6650.0
Conjunto Comercial/Sala;Santa Fe;0;41;9100.0
Conjunto Comercial/Sala;Santa Fe;0;30;2800.0
Departamento;Narvarte;3;110;6300.0
Departamento;Condesa;5;389;43400.0
Cocineta;Juárez;1;25;5250.0
